District ID,District Name,School Year,ELL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
132,South Windsor School District,2010-11,No,318,311,97.8,0,2.2,4.2,5.8,16.1,40.8,33.1,267.6,74,90
132,South Windsor School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
131,Southington School District,2010-11,No,532,511,96.1,0,3.9,0.4,3.9,10.8,36.6,48.3,284.5,84.9,95.7
131,Southington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
133,Sprague School District,2010-11,No,41,39,95.1,0,4.9,5.1,2.6,30.8,41,20.5,258.1,61.5,92.3
134,Stafford School District,2010-11,No,127,123,96.9,0,3.1,3.3,7.3,23.6,44.7,21.1,257.2,65.9,89.4
134,Stafford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
135,Stamford School District,2010-11,No,952,918,96.4,0.2,3.4,8.3,6.6,18.6,33,33.4,263.5,66.4,85.1
135,Stamford School District,2010-11,Yes,226,192,85,0,15,27.6,14.6,32.8,18.8,6.2,216.8,25,57.8
136,Sterling School District,2010-11,No,54,51,94.4,0,5.6,2,5.9,29.4,33.3,29.4,258.3,62.7,92.2
137,Stonington School District,2010-11,No,184,175,95.1,0,4.9,2.9,4,22.9,38.9,31.4,267.4,70.3,93.1
138,Stratford School District,2010-11,No,451,446,98.9,0,1.1,5.4,8.7,24.9,35,26,256.6,61,85.9
138,Stratford School District,2010-11,Yes,64,64,100,0,0,3.1,6.2,35.9,42.2,12.5,251.5,54.7,90.6
139,Suffield School District,2010-11,No,164,163,99.4,0,0.6,0.6,7.4,14.7,38,39.3,274.6,77.3,92
139,Suffield School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
140,Thomaston School District,2010-11,No,68,65,95.6,0,4.4,3.1,7.7,32.3,41.5,15.4,251.5,56.9,89.2
141,Thompson School District,2010-11,No,70,70,100,0,0,7.1,10,22.9,35.7,24.3,251.4,60,82.9
142,Tolland School District,2010-11,No,242,237,97.9,0,2.1,4.2,5.5,22.4,43.9,24.1,258.3,67.9,90.3
142,Tolland School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
143,Torrington School District,2010-11,No,320,291,90.9,0,9.1,4.1,5.8,24.1,37.8,28.2,261.8,66,90
143,Torrington School District,2010-11,Yes,34,28,82.4,0,17.6,7.1,21.4,53.6,14.3,3.6,228.2,17.9,71.4
144,Trumbull School District,2010-11,No,435,423,97.2,0,2.8,0.7,2.4,8.5,30,58.4,295.1,88.4,96.9
144,Trumbull School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
145,Union School District,2010-11,No,**,**,**,**,**,**,**,**,**,**,**,**,**
